"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8"
0.610969420822518,2.17049119027379,1.23505533230607,-0.467228235384764,-0.839589287306642,0.0578655091456778,-0.0618764459486088,0.237261162366686
2.34116491832609,-1.25191475360043,-0.37797147655833,-0.766018717185152,-0.5941982472413,0.640336382358777,-1.40037780050608,1.37571553216076
-2.08351936997579,0.9142108802485,-1.77354875572175,-0.147104634668458,0.659429299041938,-0.444987493471901,0.297791129980499,-0.00263652705098381
1.11985678023063,1.95535007157998,0.0240434609934837,-0.311847845582766,0.0694061963314544,-0.137690990744868,0.827108350969292,0.580408708103512
-0.602974716784336,0.339224749360198,-1.30705301983073,-0.185823341985717,-0.43907299156145,0.00475131026552953,-0.552637843087681,-0.221408961777765
1.89866920814261,0.730571996674427,-2.1219633533467,-0.57145141692156,-1.13504210512723,1.09285379473152,-0.0551075027751201,1.81330734084949
0.548612462417543,-0.471097408668348,1.63042301117384,0.455767047386167,-0.222696984600063,-0.262234646939796,0.186600074341626,0.196224627998478
0.226339179712099,-1.54120574195903,-0.610946983224313,-0.403282824927092,-1.20534160362236,1.03907872170165,-1.26300828271462,0.625561552774163
-1.79249546801057,0.595808672221998,-1.8636599638772,0.901259232977181,0.464448034801421,-0.0724588217416816,-0.124671922419513,-0.145632558956633
1.94721430569658,-1.58932216219369,-0.0257135068599858,0.199571160520794,-0.220710728637902,0.464555049472778,0.395783902034437,0.644404779199742
-1.68675929211885,1.920891104837,-0.720815087395327,0.0699584866019554,-0.265694878431138,0.320506049943592,0.986254525315181,0.0584391472383233
-0.836633712959776,1.30936770034131,0.591805349737492,-0.174835317814964,-1.02968300437634,0.734401450669638,-0.345834380616965,0.0410201813874381
3.17179127107204,0.849606115174406,-0.642586068782881,-0.629907924716793,-1.08840008951136,0.281940579261373,0.135313892528977,0.826942848820859
3.33381183061891,0.727517292282122,-1.42809520579435,-1.40691749118737,-1.05563174207138,-0.350676858406588,0.914808263556124,-0.193849519640962
-0.90201727278777,-1.02436664581672,-0.188333985035185,-0.313417707878461,0.385832086295362,0.329230131555641,0.261642975824233,0.0125363521476477
0.321803018745126,-3.45482485250513,0.00429403509357448,-0.374056116199606,-0.677770761445425,0.965814185636635,-0.47372704151639,-0.357454493142769
-2.16454538319692,-2.54297182473048,3.66085755177283,-0.443054687110282,0.671161041507696,1.42960983008499,-1.68875073388154,0.857037850916844
0.428220243083741,-2.65077859839423,-0.209257961954977,-0.195263563965394,-0.146527045083696,-0.335362261276575,-0.164804321856167,-0.658086073366324
4.20121728907765,-1.46178790945592,-0.779918008005648,-0.244858567812045,0.624833647874823,0.821686180813252,0.940434833948278,1.54135516276774
0.548947169687177,-2.90891918233462,0.699252463679135,-0.0159168658412656,0.152525405048057,0.559535318104346,0.352314071830998,0.184177693611167
-0.737199916526531,-0.437096757262231,-0.756833804302059,-0.152084541523383,-0.560516269608464,-0.106562443819316,-0.288149781744,-1.12560497124451
-1.95750794527124,0.403449414300249,-0.863566446623614,0.0225366534234015,-0.088935115951581,-0.505122211569527,-0.977133973245282,-0.450228072794241
-1.20914858041743,0.0648197440536948,-0.943567103239677,0.483570401376171,-1.11272592448196,-0.610025851383232,-1.14402814787338,-0.650353808352762
2.13859949673724,-1.63003836193602,0.124200365387601,-0.581527432773559,-0.19174648482776,0.0818748518057364,-0.639529824383041,0.457443189993306
0.0929939398928481,-2.80831847201251,0.973325307811725,0.23611930995633,-0.187164893989349,-0.034554758347064,0.959798754973494,-1.464939800365
1.07634407138565,-2.40691015194174,-0.270144175360875,-0.134383248027423,0.277674391384842,0.242855164589723,0.372715891328016,1.71782692139955
-1.47780456052234,0.82224273577948,-0.858054081007359,0.174191290769007,0.114932179084124,-1.00086229952924,0.158201964551156,0.228981150031025
0.906958486786242,1.29272885248928,0.383604436768856,-0.689667104443243,-0.646614572950408,-0.516623844140977,-0.633401493004908,0.536369992799116
4.91161659069802,1.24372221161661,-1.815106613301,-1.69776904891585,1.06043623180801,0.778530643360103,1.43339966244962,1.58214869044176
1.46390002377136,-0.987686221960256,1.51519572352226,0.954959384615363,-0.565478842605032,-1.40907335219766,0.288804602559841,0.776287748195136
-0.474374199874997,1.38129105226582,-0.167651033728331,0.308519804563726,-0.599058315148837,0.486157835249104,-0.212076408801032,0.10174700074973
1.99317196748254,0.57187523055829,-0.516426921536291,1.38495039370958,-0.344739346033483,0.756285920099139,0.609009951651467,0.40838487876669
1.82101137136022,0.42470809778513,-0.370554807907203,-0.479708873898642,0.165518786941843,0.774842151941963,1.74250011046981,0.318584707422064
1.22669518902843,-0.587870413151112,-0.482000245448612,-0.223605236415443,0.128034113449798,-1.11980598394979,-0.000720753626850892,0.070989352696032
-1.0783490137988,-0.906795155971389,0.139219833399325,-1.33891011908261,2.46940641803485,-0.243143917614598,0.131679378416382,-1.71492547181644
0.178752181211941,-1.37462797998055,1.52638621392914,-0.280347352980291,-0.447942408691675,-0.148212164685127,-0.342322381480815,0.724315926546188
-1.59645243368207,0.531745810453798,0.621932861104372,0.172701491947482,-0.16353673862824,0.520313482131077,1.65342588877098,-0.17909104914664
-0.951813361146265,-0.612258387154101,1.8669802713592,0.81746844645198,0.0851475581990593,0.0339606418609979,1.46942160232485,0.932143731726838
0.872985338150741,-0.883519723666119,-0.466336599957508,0.219304869770676,-0.799339424630079,-0.779623412194631,-1.76020807394887,0.583986421686071
2.59102732790416,0.346057111692831,-1.71278824240885,1.20579341148404,0.467673432859911,0.147925021818327,-0.540812625521282,-0.948686143407528
0.338076557339879,-0.861961461446892,1.8566471266683,1.61151019998671,0.647994036016547,-1.53666992572662,0.0778316096352244,0.619567539585829
-1.16185140776055,0.0858306072774512,-0.391287863725382,0.412806852811981,0.00102623925838332,-0.698485836480425,-0.308976201284369,0.742473870833747
0.312549211540566,1.33167987504754,0.233870536160745,0.424039396303985,-1.11591641022148,0.906729595998741,-0.320874780502649,0.215224905245603
-0.169759514755355,0.388014917944333,-0.613382640634967,0.101843086825226,-0.361776002854748,1.38793494235886,0.0865540637883927,0.291673878012806
-0.881387537617914,-0.170708933690692,0.846991729763355,-0.0917576060283437,-0.666359435180498,-0.332549366973614,-0.636317295994788,-0.833451256740487
2.37906595936905,0.73908968656435,-2.42016375009457,-1.35500398332472,-0.670119141512851,0.0178329207503269,-0.189808836919729,0.493206963185229
-0.950672436073821,1.68411560244125,0.156999485655154,-0.25058727655899,-0.824135801293179,0.670328556146304,-0.127565920047063,-0.0663708062056731
-0.637633257697245,2.08115693776026,0.270293724425576,0.458054923275437,-0.677298924132252,0.702496761416391,0.208259481370898,-0.0858822351986264
-0.249240934193056,1.36355766380945,-0.330798668333351,0.943966962409081,-0.227066719153948,0.338599754434806,0.988642918838077,0.254507792024193
0.785583456570165,2.56656310757117,1.40902802171087,-0.627492357638257,-1.27830796692481,0.480570363676882,0.0366078899881314,-0.528404068710906
2.25454586240572,-1.68478044837376,0.182401567002707,-0.755082876559649,-1.25986106686007,-0.104487601241762,0.805258495252708,-0.417376286378814
-1.69480948483248,1.37066017324846,0.958294307108601,0.254536589972691,-0.92976350177136,0.690592231833366,0.0217804926598545,-0.018240707395436
-0.449291502341462,-0.95101317245508,-0.835340545018021,0.260292070114669,0.110769003957708,-0.781527999617189,-0.954901792410466,-0.849009539863854
-1.09334181412871,0.103609387428335,-0.622012087480245,0.697088857919505,1.55933160780307,-2.88818329543688,0.452591773273302,-0.144708089439612
-1.47528809524046,0.028387996085385,-1.07588744535671,0.159633521259776,0.0529230115051815,0.164011265470206,-0.320454977896165,0.306697255423316
0.663129540899734,0.962037407562161,1.21979482985693,-0.653509704760384,1.7411098004278,-0.560138853338278,-1.14141155414951,0.278597362328864
2.62370373629482,-2.17847173227536,-0.104766682000285,0.0972673722248852,-0.243538669093032,-0.750860330406528,0.615957518179698,-0.222263302717571
-1.48222288474881,1.00287050301382,-1.71412141399462,-0.0362836271732122,-0.170662342834727,-1.10793106683339,-0.217452536146303,-0.276068250098478
-0.417557359798986,-0.704621339459442,0.9945342075179,0.182359400756177,-0.026333923139153,-0.439585197533388,-0.642656888496295,-0.174321011333315
-1.26723365201534,0.931811507546303,-0.851810781589526,0.113090104940642,-0.845271526536845,1.58392490199937,0.255773174839075,-0.472412422025398
0.153003206040314,-0.347970963089191,2.6222903697786,0.440803554210406,-0.1976414766392,-0.206016010684835,-0.372195750819381,0.513541567422191
0.0157430686771201,0.772870825880657,0.426538092078281,-0.0879337736249467,-0.626931009634977,-0.537853448465821,0.463339038107536,-0.483307423309064
1.05383861747592,-0.223983673534152,-0.684287393049806,2.08865189010692,0.276251182415013,-0.862801711213923,-0.252979091180245,-0.627489322362982
0.612205223293098,0.390018337049892,-0.275785049400757,-0.768940490003398,-0.928111146425283,-0.657298475188934,-0.715465354342996,-1.19097566914065
2.80620373255711,-2.69724016213924,0.210337481255726,-1.70346016831771,2.68536279488833,1.1611200961725,1.25270435595459,0.214401623652806
2.50306964509797,-0.457618706521644,-1.66142086225917,-0.695174313192753,-0.673069689383652,0.571676759233992,0.753465247706435,0.237798704311417
0.355292091569424,-1.8163846157005,-0.539629181897273,0.321908134734733,-0.13527790104171,0.278719818993018,-0.792939763185786,0.0822054426709964
1.12224633925088,0.0971668535580344,2.04735295417839,-0.0557426879600875,-0.401451187293517,-1.11771157711315,0.82643700752316,0.735641272600831
-0.43910833811546,1.50304946476994,-0.850563169174744,-0.38124823410614,0.117419999526029,-0.0764568455695835,0.140127587225285,-0.280002200929724
-0.326720670634268,0.913619151854709,0.289988449469365,-0.00557200970477881,-0.762291474913788,-0.888567710391096,-0.633808215125651,0.171955138842308
0.165487362385064,1.29470400826414,-0.301815392991652,0.608586789685784,-0.950710440496742,0.939040229456152,-0.3859735026273,-0.822765422663701
-0.243523846822068,2.92778946749265,2.80602395531802,-3.1198968250842,3.97940839468623,-0.786817138316382,-0.755363309660514,-2.03611662754323
2.29452664381876,3.67327053379178,3.17306964376917,0.429553928963615,2.09164435176352,-1.17174688524968,0.510608213388735,0.868638583009323
-3.10361326773217,0.579093463901874,-0.0674976335361826,0.573680328092701,-0.373631052890455,-0.255213314807958,-0.624213271835053,-0.102273829911833
1.35328094060368,0.0449401110195953,1.31032319015159,0.10603729888206,-1.042956560999,-0.403522134452766,-0.637378397050358,1.25684634677115
3.45606389614405,0.905031943671624,-0.0841932286423643,6.08826130295113,1.18767596505545,1.34952632256063,-1.41563117184905,-1.36057568422083
2.57564795433881,-1.1631198578706,-0.490490779827992,0.53047443981969,0.996330456988296,0.822540537251689,-1.16269348134536,-0.0893340375177445
-0.741952942409337,2.58499317320581,0.350446859658783,-0.549994331140825,0.281821128558213,1.14451436205472,0.237829261989739,-0.420573302273567
-2.32391185706031,-0.133131688963657,0.565819184838574,0.820646427315884,1.28378703528269,0.0649587983699654,1.26633573875679,0.881832573114686
-0.0370335932106222,-2.00818300794239,-0.0195768159902974,0.295372211697732,-0.917838361180711,0.0822344620619611,-0.653743681826914,0.0643362474943251
-0.185300977097607,2.28198165863489,-0.948973697620847,0.0821373488252002,-0.684411622900121,0.518089379614404,-0.361722338383134,0.461367975623243
-1.15567016285956,-3.74411405534429,-0.00880034208502489,-0.047025732599625,-0.020979130802004,0.917901077562373,-0.608953656907066,-0.392140063219721
0.810825982974697,0.93571299893995,-1.74783500796712,-0.45574703753962,-0.549508548357579,0.669222012630242,0.215813153472985,-0.212802498986074
-0.910243566528853,-0.924817539772463,3.63870597285203,0.466471527655415,-0.275757391355261,0.755227748555508,0.748158688566967,1.24648606738369
0.238241391116823,-0.555726003913955,0.736617019522386,0.547614351990531,0.628813264727854,-0.802530664197854,1.56641210031031,-0.658107987292673
-1.5286717860981,1.13421477990582,-0.239976933783741,0.716730857135294,0.0291848062611666,-0.763054457232804,0.538453313396746,0.134677856368771
-1.29191368016085,1.46418805628116,0.274861146124278,0.360219922871604,-1.22837738577041,-0.0584320547794937,0.317439412253452,-0.274971175467512
-0.569088812536287,0.646731500212091,0.817443453759907,-0.0017537832840202,-0.861305947806776,-0.0393865185201438,-0.880903031340832,-0.319658836910737
-1.42986165119441,2.75154322564955,-1.06884923093285,1.60577936230571,0.369473924917315,1.67352378849049,0.879969927051415,-0.308430814609509
-0.360839618091743,-1.19368237672546,0.22228956295402,-0.672612462492802,2.39873414426441,-0.352812678014216,0.0270170075270178,-1.51333432047202
0.425019277561699,-1.41463537963298,-1.31593483947332,-0.678526049428256,-1.12077817219269,1.20216109680481,-1.16016401037207,0.681281491846658
0.11163454225805,-2.09046960297457,0.834469844074515,0.150117759809619,-1.24675415091405,-0.162597104605629,-0.96585007926466,-0.00594542290075976
-2.18595117131216,-0.700399503367367,-1.22102607983876,0.357495265535208,0.962053717023252,-0.149502257878385,0.886067633748128,0.0862104647907324
-1.58405060281665,0.425534460573653,-1.827694729515,0.280569991490572,-0.550232459498143,0.613252866552911,0.159582378210005,-0.371723202580363
0.504667328520729,0.277534081187476,-1.32840228916253,-0.221364465027497,0.556558557186038,0.0468227048674851,1.271257297683,-0.411770637701728
-1.14551108288533,0.557436426752911,-0.968127221444934,0.195384011889775,-0.612679904011423,-0.692669198258992,-0.340554316711632,-0.00173008957378065
